Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
Yatra Travels,NON A/C Seater (2+1),07h 40m,22:35,07h 40m,495,13 Seats available,3.2,Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
Shopuris Travels,NON A/C Seater (2+1),07h 30m,20:30,07h 30m,INR 600,22 Seats available,3.8,Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
Drishti Travels,NON A/C Seater (2+1),08h 00m,21:00,08h 00m,432,15 Seats available,3.6,Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),07h 45m,19:30,07h 45m,INR 550,14 Seats available,3.7,Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),07h 00m,23:00,07h 00m,595,30 Seats available,3.4,Gohpur to Guwahati,https://www.redbus.in/bus-tickets/gohpur-to-guwahati
KIRAN TRAVELS,A/C Seater (2+1),09h 20m,20:40,09h 20m,550,22 Seats available,4.0,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Yatra Travels,NON AC Seater/ Sleeper (2+1),07h 50m,20:30,07h 50m,540,19 Seats available,3.2,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),08h 45m,20:45,08h 45m,INR 660,25 Seats available,3.5,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Yatra Travels,NON AC Seater/ Sleeper (2+1),07h 30m,19:00,07h 30m,540,17 Seats available,4.6,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),08h 40m,19:05,08h 40m,630,34 Seats available,3.9,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Yatra Travels,A/C Seater / Sleeper (2+1),09h 10m,20:00,09h 10m,594,31 Seats available,2.7,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Deep Travels,NON AC Seater / Sleeper 2+1,08h 30m,21:00,08h 30m,INR 509,29 Seats available,3.1,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Pranjit Travels (Under ASTC),Non AC Seater (2+1),08h 30m,20:30,08h 30m,INR 600,34 Seats available,3.7,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Sylvan DEE Transport,Non AC Seater (2+1),10h 45m,18:15,10h 45m,INR 510,25 Seats available,4.0,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Chartered Bus,Volvo AC Seater Pushback 2+2,06h 15m,21:00,06h 15m,INR 756.25,41 Seats available,4.8,Guwahati to Bihpuria,https://www.redbus.in/bus-tickets/guwahati-to-bihpuria
Bashudev Transline (Under ASTC),A/C Seater (2+1),05h 25m,12:35,05h 25m,INR 550,4 Seats available,N/A,Bokakhat to Dibrugarh,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
ANIRUDDHA TRAVELS,Non A/C Seater / Sleeper (2+1),04h 45m,23:15,04h 45m,INR 600,14 Seats available,N/A,Bokakhat to Dibrugarh,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Rongpur(Ayaan),Bharat Benz A/C Seater (2+1),04h 00m,14:00,04h 00m,425,16 Seats available,N/A,Bokakhat to Dibrugarh,https://www.redbus.in/bus-tickets/bokakhat-to-dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),05h 30m,17:00,05h 30m,394,34 Seats available,N/A,Dibrugarh to Bokakhat,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),05h 30m,19:30,05h 30m,500,41 Seats available,N/A,Dibrugarh to Bokakhat,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),04h 50m,20:30,04h 50m,585,40 Seats available,N/A,Dibrugarh to Bokakhat,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
Shree Ram Travels,Bharat Benz A/C Seater /Sleeper (2+1),04h 55m,20:45,04h 55m,567,27 Seats available,N/A,Dibrugarh to Bokakhat,https://www.redbus.in/bus-tickets/dibrugarh-to-bokakhat
